card_id,account_id,card_number,card_type,credit_limit,expiry_date,status
90,13678,4805629781855,Debit,,2031-04-07,Expired
91,4975,342343543222450,Credit,,2029-10-23,Active
92,7242,3507355331671115,Credit,,2029-04-17,Active
93,6864,180033737543010,Debit,20000.0,2026-09-20,Expired
94,3198,564646188008,Credit,20000.0,2030-01-18,Blocked
95,12459,2267460592430110,Credit,20000.0,2028-08-30,Active
96,2024,2240432811565077,Credit,5000.0,2029-04-08,Blocked
97,10612,213168428341604,Debit,20000.0,2029-10-12,Blocked
98,3630,585767263379,Debit,,2027-04-28,Active
99,5985,3598437530720750,Debit,10000.0,2029-09-15,Blocked
100,3377,3521189233540348,Credit,5000.0,2030-02-14,Active
101,6225,4020900208153634,Debit,,2031-04-15,Blocked
102,13760,4809383132492252,Credit,10000.0,2030-05-10,Active
103,12519,3545537742187161,Debit,10000.0,2029-04-10,Blocked
104,1925,6586837460657566,Credit,10000.0,2029-04-04,Expired
105,11868,3568613751981349,Debit,10000.0,2029-05-30,Blocked
106,5667,180007501277914,Debit,,2027-03-14,Expired
107,679,30035282276492,Credit,5000.0,2027-08-25,Blocked
108,4682,4448504441626854339,Debit,,2029-06-23,Blocked
109,87,38766398191884,Debit,20000.0,2030-12-26,Blocked
110,1651,3500332711454716,Debit,,2029-03-08,Active
111,8901,2256787661111863,Credit,10000.0,2030-06-13,Expired
112,11868,3553095378591007,Credit,20000.0,2030-01-16,Expired
113,6855,4490942679200511,Debit,5000.0,2028-10-20,Blocked
114,5187,341823419277382,Debit,5000.0,2029-03-22,Blocked
115,1272,4390823868806095168,Credit,5000.0,2030-11-08,Active
116,13340,3549339859442117,Credit,,2027-08-01,Blocked
117,2944,4022800893131721,Debit,20000.0,2030-09-05,Active
118,4608,4160963745345921335,Debit,,2026-09-02,Active
119,1150,3590504368212420,Debit,5000.0,2027-03-20,Expired
120,14010,2270635421202013,Credit,10000.0,2028-11-03,Active
121,4353,342566245431033,Credit,5000.0,2027-08-06,Blocked
122,3774,30178136593629,Credit,10000.0,2029-05-15,Blocked
123,12066,4782255307181976887,Credit,,2030-03-06,Expired
124,5732,180081119409532,Debit,10000.0,2030-05-08,Expired
125,14376,30271210210242,Debit,20000.0,2027-04-19,Blocked
126,4931,676113494139,Debit,10000.0,2031-06-03,Blocked
127,13173,4355201004229321,Credit,20000.0,2027-04-07,Blocked
128,2680,630496716238,Credit,,2031-02-12,Blocked
129,12955,30586217448416,Credit,20000.0,2027-02-15,Blocked
130,186,4112998236532,Debit,,2030-05-11,Active
131,719,373258664510735,Credit,20000.0,2028-09-17,Active
132,3855,3578338596112144,Debit,10000.0,2028-06-17,Active
133,5281,5162782465512321,Credit,20000.0,2030-08-25,Active
134,14671,4314397508830,Debit,20000.0,2027-01-09,Active
135,174,060438632907,Credit,,2028-12-01,Expired
136,11977,5159250884788596,Credit,10000.0,2028-08-25,Active
137,2213,4179869577319358,Debit,10000.0,2031-04-24,Active
138,10279,3524144548414751,Debit,5000.0,2029-09-22,Expired
139,14625,342069612040800,Credit,20000.0,2031-04-12,Active
140,13542,6590889471666205,Debit,10000.0,2029-08-06,Active
141,1570,3532515365914611,Debit,10000.0,2030-08-12,Active
142,232,4642354856968349,Credit,10000.0,2030-11-16,Blocked
143,5050,3509163156737294,Debit,20000.0,2030-03-10,Expired
144,1681,346154316769742,Credit,5000.0,2030-08-26,Blocked
145,9536,4771277838130164511,Debit,10000.0,2026-09-25,Active
146,10663,4691368509030171357,Debit,10000.0,2028-12-18,Expired
147,12978,4330064831223127927,Credit,10000.0,2029-08-26,Blocked
148,12397,587437797257,Debit,,2026-08-26,Active
149,13351,060471911820,Debit,5000.0,2030-08-19,Active
150,6866,4051440839421904,Credit,20000.0,2028-04-09,Active
151,12133,4446102380413938,Debit,,2031-04-26,Blocked
152,2138,30519622933318,Debit,5000.0,2029-01-14,Expired
153,7055,345758598525126,Debit,,2028-08-15,Active
154,13341,180046343049982,Debit,,2027-11-18,Active
155,11008,675954373162,Debit,10000.0,2027-09-15,Active
156,11561,348511078947121,Debit,10000.0,2028-09-21,Expired
157,1309,4167917384983637,Credit,20000.0,2028-10-29,Active
158,11077,180028806648559,Debit,,2029-08-20,Active
159,2415,675942713032,Credit,5000.0,2029-12-03,Blocked
160,4965,4334444513963602094,Debit,,2028-04-30,Blocked
161,10252,4982314181772,Credit,5000.0,2029-01-10,Blocked
162,12692,30418201866348,Debit,10000.0,2030-12-03,Blocked
163,449,4054806530500484,Debit,,2031-02-20,Expired
164,7803,2233307709089290,Credit,20000.0,2029-06-25,Blocked
165,2230,4576792374418687,Credit,,2029-09-15,Blocked
166,3136,180057334570456,Debit,5000.0,2028-09-04,Active
167,8455,4495793101642232628,Credit,10000.0,2029-05-01,Expired
168,5621,180044329344162,Credit,5000.0,2029-05-21,Expired
169,7226,5554544651467298,Credit,10000.0,2026-07-28,Blocked
170,4975,3506538541566354,Debit,,2029-08-07,Expired
171,8296,4727919011040164,Debit,5000.0,2029-03-05,Blocked
172,1148,6575228855784277,Debit,5000.0,2030-01-21,Active
173,13829,376198643835265,Credit,5000.0,2028-04-14,Blocked
174,13706,4071737210473,Debit,10000.0,2027-03-30,Expired
175,3389,3527781533547660,Credit,5000.0,2027-06-22,Expired
176,14161,2269521597733200,Credit,10000.0,2031-04-03,Expired
177,931,4287247458028712,Debit,5000.0,2031-02-16,Active
178,6811,3563030316724459,Credit,20000.0,2028-01-30,Blocked
179,12860,3551961321750986,Debit,20000.0,2030-11-18,Active
180,6229,213178178613714,Debit,,2027-06-18,Blocked
181,8549,3517346728921567,Debit,,2029-02-16,Blocked
182,3690,3563211036591119,Debit,20000.0,2030-02-19,Blocked
183,7448,6011641652964078,Debit,10000.0,2027-12-21,Expired
184,5879,6575408246886714,Debit,5000.0,2029-08-23,Active
185,2884,3598092399303444,Debit,5000.0,2026-12-22,Blocked
186,6552,4741979382350,Credit,,2027-06-28,Blocked
187,10182,30116079416978,Debit,,2027-06-12,Blocked
188,10643,213140349511490,Credit,20000.0,2026-10-04,Blocked
189,3122,3539642502331476,Debit,20000.0,2027-11-28,Expired
190,6342,4622134258405600537,Debit,5000.0,2028-07-18,Expired
191,12350,349895144264002,Debit,20000.0,2029-04-06,Blocked
192,7852,676179857518,Debit,,2031-05-31,Expired
193,13825,3544225164527749,Credit,10000.0,2031-05-23,Blocked
194,11846,2266840116783501,Debit,10000.0,2026-10-11,Active
195,12698,4021957287967804,Credit,10000.0,2026-12-11,Blocked
196,2140,675987660403,Debit,5000.0,2027-06-05,Blocked
197,8571,3501120846022469,Credit,10000.0,2030-09-01,Active
198,8204,340339306976938,Debit,,2029-04-21,Expired
199,589,4807919783092625487,Debit,20000.0,2026-08-09,Blocked
200,5906,3583794921230790,Debit,5000.0,2028-05-18,Blocked
201,11425,3528368480579240,Credit,10000.0,2029-12-16,Expired
202,5134,675995486635,Debit,5000.0,2029-11-25,Expired
203,10088,4287305068882929803,Debit,20000.0,2030-11-24,Expired
204,6177,213157115096829,Credit,,2028-03-28,Expired
205,6208,4459049572414545199,Credit,10000.0,2030-12-08,Blocked
206,11539,3597289513051203,Debit,,2031-03-26,Active
207,1759,4548499236485583167,Debit,20000.0,2027-08-02,Expired
208,7241,4834163149954137903,Debit,5000.0,2027-11-02,Active
209,9085,060487850871,Credit,,2029-07-31,Active
210,6466,4982668546820622983,Credit,5000.0,2030-08-01,Expired
211,12286,2705761635825426,Credit,5000.0,2027-10-04,Expired
212,7537,3559097618112572,Credit,10000.0,2026-12-13,Blocked
213,10758,4970565947366893724,Debit,,2029-06-17,Active
214,12306,3502160659895394,Debit,5000.0,2029-08-06,Active
215,7747,4168336134349354,Debit,20000.0,2029-06-06,Blocked
216,9819,3543222957058918,Debit,10000.0,2030-12-30,Active
217,3029,4065460925594434177,Credit,20000.0,2026-08-18,Expired
218,4669,180007217412888,Debit,,2030-01-14,Blocked
219,13952,4786862756395054,Debit,10000.0,2029-08-30,Active
220,11588,4332445615719885,Credit,,2028-12-08,Expired
221,14760,3527683138776233,Debit,5000.0,2029-09-22,Expired
222,9134,4203025277928,Credit,5000.0,2026-08-18,Expired
223,1366,3538936511010217,Credit,,2029-09-05,Expired
224,6728,30071789323222,Credit,,2027-07-19,Blocked
225,1959,4762881909808340217,Debit,,2028-06-04,Active
226,4828,30219136420395,Debit,5000.0,2031-05-06,Blocked
227,5238,3582375569217132,Credit,5000.0,2027-08-26,Blocked
228,7240,4788215740165968,Credit,10000.0,2027-02-13,Expired
229,6462,213137175464398,Credit,5000.0,2030-01-10,Blocked
230,2224,4138472399572161080,Debit,10000.0,2028-05-01,Blocked
231,4655,582167552337,Debit,,2030-06-13,Expired
232,2510,3544114833768381,Debit,,2030-08-04,Blocked
233,4885,4998012869521055,Debit,5000.0,2028-06-26,Expired
234,1151,6011721355879300,Credit,5000.0,2029-10-29,Blocked
235,6603,343174700099988,Debit,20000.0,2029-12-11,Blocked
236,11652,4440300580714875,Debit,10000.0,2029-04-25,Active
237,1498,4447160721564954820,Debit,5000.0,2026-09-05,Expired
238,752,3550049483562851,Credit,20000.0,2027-07-28,Expired
239,6216,4779431767859,Credit,,2028-05-04,Blocked
240,9554,3535797719980087,Debit,,2030-09-28,Blocked
241,8147,4135895647153820226,Debit,20000.0,2029-06-15,Expired
242,9823,4529974987611563,Credit,10000.0,2029-03-09,Expired
243,7229,2358031667339195,Credit,20000.0,2027-02-18,Blocked
244,7937,676328323321,Credit,20000.0,2026-08-28,Active
245,2172,4741678243463748881,Credit,5000.0,2027-02-11,Expired
246,7532,3523221256878335,Debit,5000.0,2031-05-13,Blocked
247,10958,4432796352020,Debit,,2026-12-17,Expired
248,11341,4068933420054952,Credit,10000.0,2029-09-29,Blocked
249,10406,4423514745330,Credit,10000.0,2030-12-30,Active
250,189,4142447678365457,Debit,5000.0,2027-11-12,Active
251,12560,676129275035,Credit,20000.0,2029-12-28,Active
252,1525,3567652287314758,Debit,5000.0,2031-03-28,Blocked
253,11007,372028980113436,Credit,20000.0,2030-01-05,Expired
254,11117,213112793105541,Credit,10000.0,2030-08-10,Expired
255,5870,6011901616154863,Credit,10000.0,2029-02-02,Expired
256,7419,4384102849243813293,Debit,5000.0,2029-10-17,Blocked
257,7447,4094577512921384,Credit,5000.0,2028-12-02,Active
258,14691,30517336322901,Debit,,2028-11-29,Active
259,9556,213155590014077,Debit,5000.0,2030-10-15,Active
260,14715,2599487395227186,Debit,,2031-03-07,Expired
261,12983,3595220120708960,Credit,20000.0,2028-04-15,Blocked
262,4416,180043182127177,Credit,10000.0,2028-12-28,Active
263,2266,3533346375031843,Debit,,2029-06-28,Expired
264,9657,3591560118725383,Credit,,2028-06-14,Blocked
265,12643,4359655087877362245,Debit,5000.0,2031-04-10,Active
266,7940,378873547893267,Credit,5000.0,2027-03-04,Active
267,11186,30437495369918,Debit,20000.0,2027-12-31,Blocked
268,11878,344333386147177,Credit,20000.0,2028-09-30,Blocked
269,5207,4550844377423060658,Debit,10000.0,2028-07-10,Active
270,577,3551503480442094,Debit,10000.0,2026-10-03,Expired
271,5699,30408312883928,Credit,5000.0,2026-09-04,Active
272,3592,3595849225270292,Debit,10000.0,2030-12-02,Expired
273,6285,4212470160750751307,Credit,,2027-06-04,Blocked
274,1276,4019145665226,Debit,20000.0,2029-09-24,Active
275,10874,3598295865474108,Credit,,2031-05-08,Active
276,13239,2395028308181866,Credit,5000.0,2029-09-22,Active
277,9371,4471876638513962099,Debit,10000.0,2028-01-26,Blocked
278,1278,4235290773249,Credit,,2031-02-23,Expired
279,14756,349074239307395,Credit,20000.0,2028-11-08,Active
280,4197,4780228812859574102,Credit,5000.0,2026-10-01,Blocked
281,6495,213154785438142,Credit,5000.0,2027-03-15,Blocked
282,12582,6011535452115180,Credit,5000.0,2030-12-05,Blocked
283,14237,4658711246426075,Credit,5000.0,2030-08-18,Expired
284,4891,3599708787447415,Debit,,2027-07-25,Blocked
285,8445,180003379916758,Debit,10000.0,2027-11-28,Active
286,10346,4886581720282508,Credit,20000.0,2029-12-05,Blocked
287,3720,4186047755382990973,Debit,5000.0,2029-05-17,Blocked
288,10122,376211920744504,Credit,,2027-12-28,Blocked
289,6650,4220519075220,Credit,5000.0,2027-01-25,Blocked
290,210,3549236722371558,Credit,,2029-08-04,Active
291,12385,4144188825006,Credit,,2027-12-18,Expired
292,9799,6011614381891888,Debit,,2028-06-23,Blocked
293,8376,372055691710234,Credit,5000.0,2027-04-13,Blocked
294,12148,4518235341825213,Debit,20000.0,2031-04-03,Active
295,11177,2248268286616488,Debit,10000.0,2028-11-24,Active
296,6316,4226527180983290,Credit,5000.0,2030-02-18,Expired
297,1645,4334203745269,Debit,10000.0,2028-10-02,Expired
298,13328,30146497322078,Credit,,2028-08-13,Expired
299,13821,213111669806380,Debit,,2029-05-04,Blocked
300,3175,4155686503616204,Debit,10000.0,2027-05-22,Active
301,7950,676119088422,Debit,5000.0,2027-03-02,Blocked
302,14315,30163008012510,Debit,10000.0,2027-01-16,Blocked
303,3929,4045876271934128173,Debit,,2026-07-06,Blocked
304,7616,6011387309129463,Debit,10000.0,2026-09-02,Active
305,5430,4394174594305376,Debit,10000.0,2028-09-14,Expired
306,12004,30222985976376,Debit,10000.0,2030-10-18,Expired
307,10876,3500279575447932,Debit,20000.0,2026-11-14,Expired
308,5264,30062413642251,Debit,,2028-02-25,Blocked
309,917,2472326068428675,Debit,10000.0,2027-06-05,Expired
310,9538,378056241579644,Debit,20000.0,2030-07-14,Expired
311,9769,3568272747815051,Debit,10000.0,2031-02-14,Expired
312,4562,4911624465245428219,Debit,10000.0,2031-05-22,Expired
313,10161,3586399401757200,Credit,10000.0,2031-03-11,Expired
314,9579,372276562374641,Credit,,2026-07-30,Expired
315,9241,4531668380441596110,Credit,20000.0,2031-01-24,Expired
316,11490,4776048276118,Debit,10000.0,2029-02-10,Active
317,4423,343055071534739,Debit,10000.0,2030-02-15,Expired
318,6397,4227933619656045,Credit,,2030-12-16,Active
319,6519,372649797353145,Credit,10000.0,2027-02-10,Active
320,10452,4304650156052810,Debit,10000.0,2028-09-28,Blocked
321,3750,36652764276818,Debit,5000.0,2027-01-21,Blocked
322,8717,340853486595672,Credit,5000.0,2030-06-18,Expired
323,8875,4470980389622,Debit,,2031-04-15,Active
324,4888,4851320303557,Credit,5000.0,2028-04-04,Expired
325,13145,340778213984271,Debit,5000.0,2028-07-13,Active
326,749,5157092115596188,Debit,,2028-03-26,Blocked
327,5678,4442304956104745571,Credit,,2029-12-22,Blocked
328,14549,379720711150546,Debit,5000.0,2030-02-18,Blocked
329,2903,213163858119711,Debit,10000.0,2031-02-05,Blocked
330,4690,3547616137956097,Credit,5000.0,2030-12-02,Active
331,14741,4124872542356,Credit,,2027-03-06,Blocked
332,14592,3526193556616938,Debit,20000.0,2029-12-03,Blocked
333,12691,4562874572576007,Credit,20000.0,2031-06-14,Expired
334,4335,4968552786957920,Credit,20000.0,2029-07-13,Expired
335,10948,4635598693298,Credit,5000.0,2029-07-15,Active
336,9383,4822534471389789,Credit,5000.0,2031-05-07,Blocked
337,11735,4494389980415907,Credit,20000.0,2027-10-28,Expired
338,11873,4539499285263,Credit,,2031-01-12,Blocked
339,14573,4209395055954636304,Debit,,2030-10-10,Blocked
340,8665,3589308889020863,Credit,,2027-10-04,Blocked
341,12358,568266336201,Credit,5000.0,2027-09-24,Blocked
342,6696,4867775090002,Credit,5000.0,2030-05-03,Expired
343,11642,30251874843504,Debit,,2031-01-02,Expired
344,13399,675954726344,Credit,20000.0,2027-09-01,Expired
345,14929,6547471403935042,Debit,,2027-10-20,Expired
346,4041,3553222266820849,Debit,20000.0,2029-08-25,Expired
347,12958,345768718783166,Debit,20000.0,2029-06-20,Blocked
348,9042,4208341487000507,Credit,20000.0,2031-02-27,Expired
349,2029,3564243756988190,Debit,,2030-09-26,Active
350,12772,3557325433093251,Credit,,2027-12-04,Active
351,11918,370606283640312,Credit,5000.0,2026-08-09,Active
352,580,4440713603692123709,Credit,,2029-06-20,Expired
353,7149,4754581279853914260,Credit,10000.0,2026-12-20,Blocked
354,12169,2268315084315303,Credit,5000.0,2029-05-05,Active
355,12292,3503705357037027,Credit,10000.0,2027-11-24,Active
356,7744,38868658302662,Credit,,2031-06-24,Blocked
357,12579,4763835598870952,Debit,,2030-07-01,Blocked
358,2194,3545412391773465,Debit,20000.0,2026-10-29,Active
359,10080,6597439737582581,Credit,,2030-07-27,Active
360,13269,4868179147414,Debit,,2030-05-11,Expired
361,4020,4420188743129657016,Debit,5000.0,2027-12-29,Active
362,5290,2703375478457866,Debit,10000.0,2027-06-30,Active
363,8544,4364969189786227831,Debit,20000.0,2027-05-18,Blocked
364,11470,4362282963206,Credit,,2029-06-02,Blocked
365,3922,630449367568,Debit,20000.0,2027-06-27,Active
366,4828,4637161298094183977,Credit,5000.0,2031-03-05,Active
367,14017,379246508676725,Debit,10000.0,2028-03-30,Expired
368,9198,4043707199492556545,Credit,5000.0,2027-08-20,Blocked
369,12481,4049491028912075,Credit,5000.0,2027-08-02,Blocked
370,7300,3569411468080060,Credit,5000.0,2030-03-05,Expired
371,4693,4519894285606795384,Debit,20000.0,2028-10-17,Blocked
372,1117,4548557173479288,Credit,5000.0,2027-02-19,Blocked
373,1744,348139751112308,Debit,10000.0,2028-02-10,Blocked
374,14431,3573204003027306,Debit,5000.0,2031-06-08,Blocked
375,3118,4393236888584080,Credit,20000.0,2026-11-23,Blocked
376,959,501831022980,Credit,20000.0,2030-07-15,Blocked
377,5552,4753102496750527,Credit,20000.0,2027-10-09,Active
378,10751,4710980472435,Credit,,2030-05-26,Blocked
379,11789,345904143573639,Debit,20000.0,2030-02-12,Blocked
380,9815,3533547475105557,Debit,10000.0,2031-01-27,Expired
381,2115,3569490567726948,Debit,,2028-12-30,Blocked
382,14830,3599625233333033,Credit,,2028-04-04,Blocked
383,9015,3531459455518894,Credit,20000.0,2027-04-01,Expired
384,12390,3589714520593897,Debit,10000.0,2027-06-20,Expired
385,3019,4989506155593834733,Credit,20000.0,2027-10-17,Active
386,13476,4139372278548572,Credit,5000.0,2030-02-11,Blocked
387,7694,4883858100157036,Credit,20000.0,2030-10-01,Expired
388,13658,180099952120750,Credit,,2028-09-30,Blocked
389,1746,4842116819502933281,Debit,5000.0,2029-10-31,Active
390,13413,3569867159951234,Debit,5000.0,2027-12-11,Expired
391,13665,30312800217104,Credit,5000.0,2027-07-06,Active
392,5169,180055784730216,Debit,20000.0,2028-06-16,Active
393,6458,4435295377164384471,Debit,10000.0,2027-08-06,Expired
394,4852,3526125923931004,Credit,,2028-03-28,Blocked
395,10690,5107574888215881,Credit,20000.0,2027-12-15,Expired
396,1994,3572192497027398,Debit,20000.0,2027-01-19,Blocked
397,14905,4164295508816,Credit,20000.0,2030-12-07,Active
398,5336,4558188491397262,Debit,5000.0,2029-02-20,Active
399,2343,30128310471985,Debit,10000.0,2027-02-12,Expired
400,9367,571528905680,Debit,20000.0,2028-07-21,Blocked
401,6080,4368084146874,Debit,10000.0,2027-07-12,Active
402,7377,30234267999307,Debit,,2030-03-06,Blocked
403,12804,630432287658,Credit,5000.0,2031-04-20,Expired
404,3453,3530555360242883,Debit,,2027-10-29,Blocked
405,4058,6566631312099943,Debit,,2029-09-28,Blocked
406,7205,6011382087259053,Credit,10000.0,2026-10-29,Expired
407,12065,4744962847085523,Credit,5000.0,2029-09-24,Active
408,8260,4443319981127682,Credit,5000.0,2029-12-30,Blocked
409,12409,6536237842843870,Credit,20000.0,2030-08-30,Blocked
410,2527,060431831282,Debit,10000.0,2029-01-08,Expired
411,12138,4274413884618832,Credit,10000.0,2026-09-02,Expired
412,7720,180022225447396,Debit,10000.0,2030-10-10,Blocked
413,8723,4418433122908291973,Credit,20000.0,2027-08-29,Expired
414,1853,675954177985,Debit,10000.0,2027-01-22,Active
415,12713,374148454137303,Credit,5000.0,2028-10-05,Expired
416,14917,3562655181450714,Credit,20000.0,2029-12-17,Active
417,11782,4582028402607765,Credit,20000.0,2027-03-30,Blocked
418,1807,3545124623045998,Credit,20000.0,2026-11-04,Expired
419,10080,30191930317335,Debit,20000.0,2026-09-24,Blocked
420,14442,4654021316365150759,Debit,10000.0,2029-04-05,Blocked
421,4611,4639698761587148,Debit,,2028-01-25,Expired
422,1488,6011135206681528,Credit,20000.0,2026-11-24,Active
423,4640,4906954199521068,Credit,10000.0,2028-08-18,Blocked
424,14727,6534147184997642,Debit,10000.0,2027-11-26,Blocked
425,8647,213147796908806,Credit,5000.0,2029-08-26,Active
426,567,4479203614068827,Credit,5000.0,2028-07-30,Expired
427,13255,3555495880239509,Debit,20000.0,2028-11-15,Active
428,3887,378896905289950,Credit,20000.0,2030-12-17,Blocked
429,11397,6527403781125080,Credit,20000.0,2027-10-05,Expired
430,8409,6585615504483780,Credit,5000.0,2027-02-09,Expired
431,9951,4724308373348806234,Debit,20000.0,2030-02-20,Active
432,1561,30194624065962,Debit,5000.0,2029-12-07,Blocked
433,5225,4346759458790,Debit,,2031-06-04,Active
434,6570,213142212739687,Debit,20000.0,2028-02-25,Active
435,8161,4831231255012591,Debit,5000.0,2030-08-11,Expired
436,6880,342092848485490,Debit,,2028-10-09,Active
437,4417,4044517352508587,Credit,20000.0,2029-06-01,Expired
438,8423,3508504323151458,Debit,10000.0,2031-03-05,Active
439,2516,3591184608596012,Credit,,2029-07-27,Blocked
440,4130,30146440524077,Credit,5000.0,2028-03-05,Active
441,9474,4329237844306468,Debit,20000.0,2026-12-04,Expired
442,5930,6520220053394021,Debit,10000.0,2028-01-30,Blocked
443,4591,3570479366852713,Debit,,2029-08-22,Blocked
444,14066,30073406823550,Credit,5000.0,2027-10-24,Expired
445,11991,30072555610727,Debit,5000.0,2027-12-06,Active
446,11707,180044797770716,Debit,20000.0,2030-01-28,Blocked
447,14853,341864264728897,Debit,,2031-05-21,Active
448,13878,4475810409064417,Debit,5000.0,2031-04-03,Active
449,320,349539072118463,Debit,5000.0,2026-12-30,Active
450,3181,4829926847870,Credit,5000.0,2028-01-21,Active
451,14938,676367005110,Credit,5000.0,2030-09-03,Blocked
452,5992,30390256859884,Credit,20000.0,2029-03-28,Active
453,11298,343558785652986,Credit,20000.0,2030-04-10,Expired
454,2465,6575138495182776,Debit,10000.0,2029-09-18,Expired
